Name,Amenity,geometry,Competitor
Aandimunai Tamil Mahavidyalam,school,POINT(79.789922 7.760248),School
Kadayamottai Muslim Central College (KMMV),school,POINT(79.8094675 7.9117767),School
M A R A I K A I S E N A Y,school,POINT(79.803058 7.9116489),School
Tabbowa Maha Vidyalaya,school,POINT(79.9238115 8.0737633),School
Karunkalicholi tamill vidyalayam,school,POINT(79.8478157 7.8188692),School
P/ Karungalicholai Tamil vidhyalayam,school,POINT(79.8502317 7.8142087),School
FoxAsiaPacific,school,POINT(79.8302148 7.7504628),School
كلية مريم العبية للبنات,school,POINT(79.8273612 7.7516634),School
P/Omer Farook Maha Vidyalaya,school,POINT(79.8280549 7.7572056),School
"Sri Silananda School, Koswatta",school,POINT(79.8982104 7.3739008),School
Sri Seelananda Maha Vidyalaya,school,POINT(79.8977545 7.3745405),School
Galawewa Maha Vidyalaya,school,POINT(80.1057202 8.1190721),School
පියුමි පුර්ව ළමාවිය සංවර්ධන මධ්‍යස්ථානය - ගලවැව,school,POINT(80.1032788 8.118954),School
හොරගොල්ල කනිෂඨ විදුහල,school,POINT(79.8425901 7.4225301),School
Kubukgahamulla Sri Bodhi Central College,school,POINT(79.9278814 7.42293),School
Gonsalvez College,school,POINT(79.8591335 7.2979755),School
Gin Oya Bridge,school,POINT(79.8507357 7.2997268),School
ගොන්සාල්වෙස් මහ විද්‍යාලය බොලවත්ත,school,POINT(79.85965 7.2981457),School
Kammala Cemetry,school,POINT(79.8471951 7.2954564),School
St.Odilia School,school,POINT(79.8469588 7.2950308),School
Kiula Kale Maha Vidyalaya,school,POINT(79.8968016 7.9352109),School
Madya Maha Vidyalaya Kiula No 4,school,POINT(79.8965299 7.935091),School
Sembukattiya Government School,school,POINT(79.8555851 7.5160127),School
මහමාඑළිය කණිෂ්ඨ විඳ්‍යාලය,school,POINT(79.8504857 7.7290013),School
Semmandaluwa Primarry School,school,POINT(79.8606335 8.0493731),School
Thalawila St Ann's Maha Vidyalaya,school,POINT(79.7139918 8.1171059),School
St. Anne's Government School - Thalawila,school,POINT(79.713695 8.1175152),School
අාරච්චිකට්ටුව ප්‍රාථමික විදුහල,school,POINT(79.8349761 7.6692487),School
Primary school,school,POINT(79.8351158 7.6695265),School
Wayamba Janadhipathi Vidyalaya,school,POINT(80.031407 7.856046),School
Poththuwilluwa Public School,school,POINT(79.8503314 7.9574785),School
St. Anne's Maha Vidyalaya,school,POINT(79.8617917 7.3154824),School
CH/St.Anne's Maha Viddyalaya,school,POINT(79.8624083 7.3154579),School
Palaviya Kanishta Maha Vidyalaya,school,POINT(79.8333509 7.9831042),School
"බරලන්කට්ටුව, මහ විදුහල",school,POINT(79.8609237 7.7984771),School
Baranankattuwa School,school,POINT(79.861148 7.7983204),School
Nuraicholai Muslim Maha Vidyalaya,school,POINT(79.7360441 8.050195),School
Rishad Badiyuddeen Chile School,school,POINT(79.7327412 8.0601382),School
JANNATHUL HAFILEEN ARABIC COLLEGE,school,POINT(79.737225 8.0540383),School
A To Z Colage Alankuda,school,POINT(79.7293267 8.0610281),School
Al Hira Maha Vidyalayam,school,POINT(79.8734322 7.3812933),School
Kottaramulla Sinhala Vidyalaya,school,POINT(79.8656457 7.388055),School
Sri Sugathananda College,school,POINT(79.835175 7.5009065),School
Ch/Karukkuwa Sugathananda MV,school,POINT(79.8341281 7.5021244),School
Senanayaka Nation school,school,POINT(79.8378947 7.495751),School
Sri Sugathananda College,school,POINT(79.8351016 7.5008299),School
Senanayake National College,school,POINT(79.8349265 7.4936501),School
Swarnapaliyagama School,school,POINT(79.9798376 7.946824),School
Diyawara prara pasala melwathta,school,POINT(79.928997 7.3617616),School
"sri Jinarathana School,primery",school,POINT(79.9198371 7.3603611),School
Sl kaviya,school,POINT(79.8665128 7.6961583),School
Pallama Rd Bangadeniya,school,POINT(79.8398196 7.6254591),School
Moonamalgaswewa Kanishta Vidyalaya,school,POINT(80.0199562 8.1740424),School
Prawachanakara Pirivena,school,POINT(80.0232366 8.1627522),School
Gnanasara Viddyalaya,school,POINT(79.8909862 7.564908),School
Wendakaduwa Kanishta School,school,POINT(79.9207246 7.718501),School
Rajavigama Kanishta Vidyalaya,school,POINT(79.9997579 7.9761765),School
Karukkuliya Jayapala Maha Vidyalaya - කරැක්කුලිය ජයපාල මහා විද්‍යාලය,school,POINT(79.8364689 7.6423273),School
Nath/Nalanda Junior School,school,POINT(79.8913389 7.4474846),School
Mugunuwatawana School,school,POINT(79.8638784 7.5938242),School
Sharafiyya Arabic college,school,POINT(79.9759033 7.7479835),School
Madawakkulam muslim maha vidyalaya,school,POINT(79.9748663 7.7465901),School
Madawakkulam Muslim Maha Vidyalaya,school,POINT(79.9750192 7.7466445),School
Madawakkulam muslim maha vidyalaya,school,POINT(79.9746661 7.7460347),School
Madawakkulam muslim maha vidyalaya,school,POINT(79.974417 7.745939),School
Mellawa Kanishta Vidyalaya,school,POINT(79.9287102 7.3394764),School
Abhaya Maha Viddyalaya,school,POINT(79.8769335 7.5340195),School
Duotone Pro Center by Kitekuda at Kappaladi,school,POINT(79.7091893 8.1390734),School
Kappalady GKV,school,POINT(79.7104632 8.1355668),School
Hasban GMMS,school,POINT(79.7174222 8.1419806),School
Hasban School,school,POINT(79.7178146 8.1421137),School
Vilpotha Bandaranayake School Tharawilluwa,school,POINT(79.8528391 7.7528998),School
Tharakudiwilluwa Muslim School,school,POINT(79.8465816 7.7592204),School
The Knowledge Hub,school,POINT(79.8820166 7.2979134),School
මලිත් රංගායතනය,school,POINT(79.8819764 7.298461),School
Digna Institute of Stritch,school,POINT(79.8828315 7.2984609),School
Ananda National College,school,POINT(79.7991226 7.5712973),School
Old Anandians' Association,school,POINT(79.7993801 7.5714355),School
Carmel Girls' College,school,POINT(79.7936878 7.5790908),School
Cambridge English Coaching Centre,school,POINT(79.8000149 7.5769476),School
Vijaya college,school,POINT(79.7945703 7.5736078),School
Broadvision International School Chilaw Branch,school,POINT(79.7959366 7.5726673),School
St Mary's Balika Primary School,school,POINT(79.7917566 7.5777301),School
St Benadade Church Chilaw,school,POINT(79.7930759 7.5780811),School
Ch/St Bernedate's college,school,POINT(79.7931406 7.5780884),School
Ch/Carmel Girls' Central College -Chilaw.,school,POINT(79.7936898 7.579121),School
Gold's Gym,school,POINT(79.79998 7.568456),School
Cambridge International,school,POINT(79.7970151 7.5786195),School
Royal British International School,school,POINT(79.8013631 7.569995),School
Carmel Girls' college hostel,school,POINT(79.7930922 7.5803754),School
Nasriya Central College,school,POINT(79.7953955 7.5802587),School
cambridge international school chilaw,school,POINT(79.7990004 7.5785967),School
Vijaya Vidyalaya,school,POINT(79.7947387 7.5734358),School
Saint Mary's Balika School,school,POINT(79.7917611 7.577709),School
Sharjahpuram Sewing Centre,school,POINT(79.8166413 8.0470764),School
Sirambiadiya Kanishta Vidyalaya,school,POINT(79.8785658 8.0347492),School
Sirambiadiya Sinhala School,school,POINT(79.8789575 8.0346502),School
Walahapitiya Maha Vidyalaya,school,POINT(79.8660628 7.4514105),School
Walahapitiya Cultural Center,school,POINT(79.8610034 7.4427409),School
Vidya Chakrawarthi Maha Vidyalaya,school,POINT(80.0386211 8.1560629),School
Ottapanai Roman Catholic Tamil Vidayalayam.,school,POINT(79.7877406 7.7948933),School
Primary School,school,POINT(79.7877325 7.7949594),School
St. Mary's Boys School (SMC),school,POINT(79.8251688 7.4120695),School
මාරවිල කතෝලික කනිෂ්ඨ පිරිමි විදුහල,school,POINT(79.8252017 7.4128099),School
Holy Family Convent - Marawila,school,POINT(79.8267674 7.4127558),School
kusala school,school,POINT(79.8132942 7.6379688),School
Karukkupone Tamil school,school,POINT(79.8015027 7.6356525),School
Kusala Tamil vidyalaya,school,POINT(79.8133691 7.6443538),School
Kusala school,school,POINT(79.8133785 7.6444043),School
Kumbukwewa Aththadassi Vidyalaya,school,POINT(80.0838366 8.1136601),School
Thaldeka School,school,POINT(79.837465 7.3214682),School
St.John Paul II College,school,POINT(79.7991005 7.5902339),School
පදවි කතෝලික ධර්ම උපදේශන මධ්‍යස්ථානය,school,POINT(79.7991353 7.5902028),School
St.Anne's English Medium College Chilaw,school,POINT(79.7972478 7.5866888),School
Welewewa Sumedha Vidyalaya,school,POINT(80.0761088 7.9783509),School
පු/නාගමඩුව විද්‍යාලය,school,POINT(79.8610033 8.1632457),School
Nagamaduwa school,school,POINT(79.8611572 8.1632786),School
"තබ්බෝව, කනිෂ්ඨ විද්‍යාලය",school,POINT(79.8765005 7.4068653),School
globalway college,school,POINT(79.8726084 7.4127902),School
බංගදෙනිය මහ විද්‍යාලය,school,POINT(79.8240707 7.6282368),School
Kingswood British College,school,POINT(79.8272804 7.6277829),School
Ch/Bangadeniya Maha Viddyalay,school,POINT(79.8245968 7.6278684),School
Nankadawara Kanishta Viddyalaya,school,POINT(79.9012533 7.5250649),School
Kokkawila Kanishta Vidyalaya,school,POINT(79.8833372 7.5946636),School
JAMAATHUL MUSLIMEEN,school,POINT(79.728439 8.0983431),School
madrasatul muslimeen,school,POINT(79.7288076 8.0985752),School
Etalai School,school,POINT(79.7229812 8.0932726),School
Roman Catholic Tamil Vidyalaya,school,POINT(79.7227643 8.0927872),School
Al-Madeena Primary School Thigali,school,POINT(79.7282605 8.1009705),School
Al Madheena Muslim Primary School,school,POINT(79.7282888 8.1013415),School
Thigaly Muslim Maha Vithyalayam,school,POINT(79.7301302 8.1023747),School
Muslim Maha Vidyalaya,school,POINT(79.7302602 8.1023671),School
Musalpitiya M.K.V,school,POINT(79.7265688 8.1725737),School
Al Baz International School,school,POINT(79.8126387 7.92868),School
Ulukkapallam M.M.V,school,POINT(79.8041672 7.966067),School
பூலாச்சேனை சிறுவர் பாடசாலை,school,POINT(79.7323979 8.0371109),School
Poolachchanai primary school பூலாச்சேனை பாலர் பாடசாலை,school,POINT(79.732472 8.0371295),School
Poolachanai Ģ.M.V,school,POINT(79.7320067 8.0371799),School
Pulaccenai School,school,POINT(79.7321133 8.0372181),School
Poolachenai Muslim school,school,POINT(79.732003 8.0373738),School
Al Markazul Eiman,school,POINT(79.73581 8.0368417),School
Paramakana Prathamika Idyalaya,school,POINT(80.0045811 7.9057934),School
පු/මොරපනාව විද්‍යාලය,school,POINT(79.8666236 8.1853216),School
Kadaththawa Primary School,school,POINT(80.0530155 7.8915688),School
යුද හමුදා පුහුණු කදවුර,school,POINT(79.853249 8.03219),School
Vijayaba Army Training College,school,POINT(79.8544465 8.031322),School
St.Mary's Tamil Maha Vidyalaya Puttalam,school,POINT(79.8446937 8.0319488),School
"Ikra International College, Puttalam",school,POINT(79.8426047 8.0291064),School
ikra international school puttalam,school,POINT(79.8424545 8.0292551),School
St. Mary's Tamil School,school,POINT(79.8444674 8.0320469),School
Kammandaluwa,school,POINT(79.9398427 7.7655626),School
Manakkulama Government School,school,POINT(79.8438547 7.5334175),School
Medhananda Junior School,school,POINT(79.8804093 7.9859776),School
Puttalam Medhananda Junior College,school,POINT(79.8802643 7.9861026),School
Medhananda Kanishta Vidyalaya,school,POINT(79.8804332 7.9857755),School
Royal Academy - Pallama,school,POINT(79.9229797 7.6981564),School
Primary School,school,POINT(79.9236693 7.693583),School
Ihala kolaeliya vidyalya,school,POINT(79.9117651 7.6977985),School
Kolaeliya school,school,POINT(79.9111477 7.6979017),School
Sri Saranankara Piriwena,school,POINT(79.9405146 7.9084844),School
D.M. De Silva Memorial - Vocational Training Institute,school,POINT(79.8738638 7.4905753),School
Anamaduwa Kannangara Model Primary School,school,POINT(80.0146722 7.8727537),School
මහඋස්වැව ශ්‍රී රතනපාල නවෝද්‍යා පාසල,school,POINT(80.0131595 7.8748519),School
Anamaduwa central college,school,POINT(80.0141814 7.8769808),School
G A Nuwan Tharanga,school,POINT(80.01311 7.870331),School
I-Tec College - Sri Lanka,school,POINT(80.0101269 7.8783371),School
Anamaduwa Primary School,school,POINT(80.014715 7.872791),School
Anamaduwa Central College,school,POINT(80.0141909 7.8769753),School
දළුව සාන්ත අන්තොනි විදුහල,school,POINT(79.7559959 7.9802382),School
St. Anthony's Maha Vidyalaya,school,POINT(79.7555364 7.9791757),School
Pilakatumulla Primary School,school,POINT(79.8752965 7.4292953),School
Pilakatumulla Primary school,school,POINT(79.8751905 7.4295853),School
Ch/Sawarana Muslim Vidyalaya,school,POINT(79.8143756 7.5601313),School
St. Joseph School - Merawala,school,POINT(79.8058945 7.5580414),School
Paliyagama Sharipuththra MV,school,POINT(79.993279 7.9303219),School
ZBY's தமிழ் தொழிநுட்பத் தகவல்கள்,school,POINT(79.8376043 8.0460365),School
Puttalam Center for Technical Training,school,POINT(79.8285551 8.0448451),School
Al aksa masjith,school,POINT(79.8409587 8.0484775),School
සාලිය ආදර්ශ මහා විද්‍යාලය,school,POINT(79.839386 8.0407913),School
Manal Kundu,school,POINT(79.8394 8.0408),School
Thambapanni maha vidyalaya,school,POINT(79.8433737 8.0486615),School
Ch/C.W.W. Kannangara Maha Vidyalaya,school,POINT(79.8994444 7.5827778),School
Haldaduwana Buddhist school,school,POINT(79.9006787 7.3262735),School
Kiteschule Srilanka - De Silva Beach Hut,school,POINT(79.7353423 8.2330647),School
Sri.Dharmarama M.V.,school,POINT(79.8266662 7.4515239),School
Sri Darmarama MMV(Mahawewa),school,POINT(79.8266783 7.4512552),School
Katupotha Kanishta Vidyalaya,school,POINT(79.9501149 7.7279886),School
Sumanadhamma Maha Vidyalaya,school,POINT(79.8290554 7.396049),School
Sumana Damma School,school,POINT(79.8289726 7.3961899),School
Sumanadhamma Maha Vidyalaya - සුමනධම්ම මහ විද්‍යාලය,school,POINT(79.8289205 7.3963663),School
Mumanadamma Vidrelaya,school,POINT(79.8288485 7.3962574),School
Nalladarankattuwa saddhananda college,school,POINT(79.8332752 7.6846983),School
Helambawatawana Sri Saddhananda Maha Vidyalaya,school,POINT(79.8325466 7.6848489),School
මහ පිරිවෙන,school,POINT(79.8311066 7.6864537),School
Etiyawala Kanista Vidyalaya,school,POINT(79.8992649 7.2886804),School
සිරි සුදස්සනාරාමය,school,POINT(79.8863584 7.282719),School
සාන්ත තෙරේසා විද්‍යාලය,school,POINT(79.8233468 7.430949),School
St.Theresa Catholic School,school,POINT(79.8230048 7.4307765),School
Saraswathi widyalaya,school,POINT(79.8306965 7.4395035),School
St. Sebastian Primary School,school,POINT(79.8323004 7.3647233),School
Thillaiyadi Muslim MV,school,POINT(79.8399584 8.0124893),School
Al Madrasathul Quraaniyyathul Falahiyya المدرسة القرآنية الفلاحية,school,POINT(79.8454765 8.0111075),School
Al-Aqsha Primary School,school,POINT(79.845841 8.0124079),School
Ansari Muslim Maha Vidyalayam,school,POINT(79.844478 8.0044131),School
Ansari Government Mixed School,school,POINT(79.844402 8.0044091),School
School,school,POINT(79.8448315 8.0042641),School
MN/P/Ansari.G.M.S,school,POINT(79.8443058 8.0044308),School
Dharmapala Vidyalaya,school,POINT(79.8361552 7.4831495),School
Al Misbah Maha Vidyalaya,school,POINT(79.829147 7.4820523),School
Genius Acadamy,school,POINT(79.8285013 7.4811094),School
St. Sebastian College,school,POINT(79.8263812 7.483918),School
Institute of Science Maths (ISM) Madampe / Japanese Language School - Sri Lanka,school,POINT(79.8339427 7.4880039),School
Senat,school,POINT(79.9315233 7.9755367),School
nawadankulama kanista vidyalaya,school,POINT(79.8476431 7.8467633),School
